-8.422851562500000000e+00,2.883911132812500000e+01,-1.840209960937500000e+01
-1.193237304687500000e+01,3.216552734375000000e+01,-9.399414062500000000e+00
-1.113891601562500000e+01,2.716064453125000000e+01,-1.678466796875000000e+00
-9.063720703125000000e+00,5.554199218750000000e+00,6.408691406250000000e-01
2.960205078125000000e+00,1.586914062500000000e+00,-6.103515625000000000e+00
4.425048828125000000e+00,2.380371093750000000e+00,-1.092529296875000000e+01
-1.617431640625000000e+00,9.582519531250000000e+00,-5.035400390625000000e+00
-7.720947265625000000e+00,-9.155273437500000000e-02,5.981445312500000000e+00
-3.814697265625000000e+00,2.441406250000000000e+00,1.013183593750000000e+01
-2.746582031250000000e+00,-1.068115234375000000e+01,2.929687500000000000e+00
-1.831054687500000000e-01,2.502441406250000000e+00,-3.051757812500000000e+00
-1.525878906250000000e+00,1.632690429687500000e+01,-6.164550781250000000e+00
-4.364013671875000000e+00,-3.265380859375000000e+00,-5.310058593750000000e+00
-4.394531250000000000e+00,-2.471923828125000000e+00,-3.509521484375000000e+00
-9.887695312500000000e+00,1.770019531250000000e+00,2.990722656250000000e+00
-9.216308593750000000e+00,2.532958984375000000e+00,3.204345703125000000e+00
-3.906250000000000000e+00,7.934570312500000000e-01,1.892089843750000000e+00
1.525878906250000000e-01,-1.098632812500000000e+00,-3.509521484375000000e+00
1.708984375000000000e+00,-4.516601562500000000e+00,-6.683349609375000000e+00
-2.563476562500000000e+00,-5.462646484375000000e+00,-8.056640625000000000e+00
-7.751464843750000000e+00,-2.655029296875000000e+00,-3.631591796875000000e+00
-7.934570312500000000e+00,4.272460937500000000e-01,9.460449218750000000e-01
-5.798339843750000000e+00,1.770019531250000000e+00,3.051757812500000000e+00
-2.471923828125000000e+00,1.403808593750000000e+00,2.380371093750000000e+00
-1.953125000000000000e+00,-3.967285156250000000e-01,-6.103515625000000000e-01
-3.814697265625000000e+00,-2.349853515625000000e+00,-3.112792968750000000e+00
-4.760742187500000000e+00,-2.929687500000000000e+00,-3.540039062500000000e+00
-4.821777343750000000e+00,-2.288818359375000000e+00,-3.051757812500000000e+00
-3.570556640625000000e+00,2.227783203125000000e+00,-6.103515625000000000e-01
-1.983642578125000000e+00,1.953125000000000000e+00,1.281738281250000000e+00
-1.708984375000000000e+00,-6.530761718750000000e+00,3.479003906250000000e+00
-1.617431640625000000e+00,2.868652343750000000e+00,3.906250000000000000e+00
-1.647949218750000000e+00,1.678466796875000000e+00,2.838134765625000000e+00
-2.136230468750000000e+00,5.493164062500000000e-01,1.495361328125000000e+00
-3.204345703125000000e+00,-1.831054687500000000e-01,-1.525878906250000000e-01
-3.326416015625000000e+00,-1.129150390625000000e+00,-7.629394531250000000e-01
-3.356933593750000000e+00,-8.239746093750000000e-01,-8.239746093750000000e-01
-2.685546875000000000e+00,-4.882812500000000000e-01,-4.882812500000000000e-01
-2.349853515625000000e+00,3.967285156250000000e-01,4.272460937500000000e-01
