1.347656250000000000e-01,6.103515625000000000e-01,9.438476562500000000e-01
6.591796875000000000e-02,6.303710937500000000e-01,8.041992187500000000e-01
1.250000000000000000e-01,6.098632812500000000e-01,9.160156250000000000e-01
1.108398437500000000e-01,6.166992187500000000e-01,9.252929687500000000e-01
1.250000000000000000e-01,5.849609375000000000e-01,9.506835937500000000e-01
2.978515625000000000e-02,5.932617187500000000e-01,9.189453125000000000e-01
1.220703125000000000e-02,5.996093750000000000e-01,8.984375000000000000e-01
1.464843750000000000e-03,6.059570312500000000e-01,9.116210937500000000e-01
1.269531250000000000e-02,5.952148437500000000e-01,9.306640625000000000e-01
2.539062500000000000e-02,5.942382812500000000e-01,9.252929687500000000e-01
3.710937500000000000e-02,5.932617187500000000e-01,9.052734375000000000e-01
3.222656250000000000e-02,5.961914062500000000e-01,9.072265625000000000e-01
4.882812500000000000e-04,5.986328125000000000e-01,9.267578125000000000e-01
1.708984375000000000e-02,6.064453125000000000e-01,9.150390625000000000e-01
6.347656250000000000e-03,5.981445312500000000e-01,9.003906250000000000e-01
1.416015625000000000e-02,5.971679687500000000e-01,9.213867187500000000e-01
1.367187500000000000e-02,5.913085937500000000e-01,9.360351562500000000e-01
3.564453125000000000e-02,5.957031250000000000e-01,9.248046875000000000e-01
2.587890625000000000e-02,5.932617187500000000e-01,9.155273437500000000e-01
2.246093750000000000e-02,6.025390625000000000e-01,9.067382812500000000e-01
-1.464843750000000000e-03,5.966796875000000000e-01,9.013671875000000000e-01
3.906250000000000000e-03,5.898437500000000000e-01,9.135742187500000000e-01
8.789062500000000000e-03,5.893554687500000000e-01,9.252929687500000000e-01
2.050781250000000000e-02,5.942382812500000000e-01,9.257812500000000000e-01
2.880859375000000000e-02,6.020507812500000000e-01,9.145507812500000000e-01
2.343750000000000000e-02,5.957031250000000000e-01,9.101562500000000000e-01
1.806640625000000000e-02,5.986328125000000000e-01,9.135742187500000000e-01
1.025390625000000000e-02,6.005859375000000000e-01,9.223632812500000000e-01
9.277343750000000000e-03,5.864257812500000000e-01,9.355468750000000000e-01
4.394531250000000000e-03,5.864257812500000000e-01,9.218750000000000000e-01
5.859375000000000000e-03,5.874023437500000000e-01,9.038085937500000000e-01
1.025390625000000000e-02,6.044921875000000000e-01,8.935546875000000000e-01
1.464843750000000000e-02,6.005859375000000000e-01,9.116210937500000000e-01
